"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"White"	"2106-3"	"Male"	"M"	"85 years"	"85"	"2003"	"2003"	27679	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"85 years"	"85"	"2004"	"2004"	26385	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"85 years"	"85"	"2005"	"2005"	28974	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"85 years"	"85"	"2006"	"2006"	29416	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"85 years"	"85"	"2007"	"2007"	29684	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"85 years"	"85"	"2008"	"2008"	29333	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"85 years"	"85"	"2009"	"2009"	29086	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"85 years"	"85"	"2010"	"2010"	29697	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"85 years"	"85"	"2011"	"2011"	29784	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"85 years"	"85"	"2012"	"2012"	29874	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"85 years"	"85"	"2013"	"2013"	30037	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"85 years"	"85"	"2014"	"2014"	29333	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"85 years"	"85"	"2015"	"2015"	30174	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"85 years"	"85"	"2016"	"2016"	29440	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"85 years"	"85"	"2017"	"2017"	29750	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"85 years"	"85"	"2018"	"2018"	29352	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"85 years"	"85"	"2019"	"2019"	28673	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"85 years"	"85"	"2020 "	"2020"	34410	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	"1999"	"1999"	24518	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	"2000"	"2000"	25346	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	"2001"	"2001"	25632	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	"2002"	"2002"	26336	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	"2003"	"2003"	25950	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	"2004"	"2004"	26337	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	"2005"	"2005"	25936	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	"2006"	"2006"	27378	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	"2007"	"2007"	28497	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	"2008"	"2008"	29591	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	"2009"	"2009"	28321	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	"2010"	"2010"	28805	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	"2011"	"2011"	29316	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	"2012"	"2012"	29161	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	"2013"	"2013"	30066	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	"2014"	"2014"	29813	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	"2015"	"2015"	29661	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	"2016"	"2016"	29951	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	"2017"	"2017"	30374	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	"2018"	"2018"	29578	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	"2019"	"2019"	29115	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"86 years"	"86"	"2020 "	"2020"	32298	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	"1999"	"1999"	22477	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	"2000"	"2000"	23242	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	"2001"	"2001"	23502	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	"2002"	"2002"	24248	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	"2003"	"2003"	24285	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	"2004"	"2004"	23849	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	"2005"	"2005"	25412	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	"2006"	"2006"	24467	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	"2007"	"2007"	26115	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	"2008"	"2008"	27928	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	"2009"	"2009"	27641	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	"2010"	"2010"	27708	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	"2011"	"2011"	28503	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	"2012"	"2012"	28630	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	"2013"	"2013"	29058	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	"2014"	"2014"	28972	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	"2015"	"2015"	30047	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	"2016"	"2016"	28907	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	"2017"	"2017"	29935	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	"2018"	"2018"	29477	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	"2019"	"2019"	29315	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"87 years"	"87"	"2020 "	"2020"	32191	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	"1999"	"1999"	20031	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	"2000"	"2000"	20597	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	"2001"	"2001"	21118	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	"2002"	"2002"	22202	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	"2003"	"2003"	22590	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	"2004"	"2004"	22180	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	"2005"	"2005"	22885	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	"2006"	"2006"	23598	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	"2007"	"2007"	22928	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	"2008"	"2008"	25391	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	"2009"	"2009"	25764	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	"2010"	"2010"	26740	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	"2011"	"2011"	26614	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	"2012"	"2012"	27406	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	"2013"	"2013"	27819	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	"2014"	"2014"	27592	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	"2015"	"2015"	28625	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	"2016"	"2016"	28194	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	"2017"	"2017"	28726	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	"2018"	"2018"	29168	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	"2019"	"2019"	28756	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"88 years"	"88"	"2020 "	"2020"	32157	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	"1999"	"1999"	17730	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	"2000"	"2000"	18333	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	"2001"	"2001"	18717	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	"2002"	"2002"	19904	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	"2003"	"2003"	20003	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	"2004"	"2004"	20118	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	"2005"	"2005"	20571	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	"2006"	"2006"	20597	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	"2007"	"2007"	21550	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	"2008"	"2008"	21909	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	"2009"	"2009"	23030	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	"2010"	"2010"	24568	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	"2011"	"2011"	25411	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	"2012"	"2012"	25058	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	"2013"	"2013"	26097	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	"2014"	"2014"	26183	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	"2015"	"2015"	26689	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	"2016"	"2016"	27172	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	"2017"	"2017"	27770	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	"2018"	"2018"	27192	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	"2019"	"2019"	27265	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"89 years"	"89"	"2020 "	"2020"	30925	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	"1999"	"1999"	15282	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	"2000"	"2000"	15629	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	"2001"	"2001"	16003	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	"2002"	"2002"	16936	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	"2003"	"2003"	17605	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	"2004"	"2004"	17305	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	"2005"	"2005"	18481	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	"2006"	"2006"	18242	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	"2007"	"2007"	18747	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	"2008"	"2008"	20181	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	"2009"	"2009"	19524	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	"2010"	"2010"	21903	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	"2011"	"2011"	23187	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	"2012"	"2012"	23855	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	"2013"	"2013"	23837	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	"2014"	"2014"	24067	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	"2015"	"2015"	25006	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	"2016"	"2016"	24893	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	"2017"	"2017"	25790	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	"2018"	"2018"	25889	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	"2019"	"2019"	25166	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"90 years"	"90"	"2020 "	"2020"	29098	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	"1999"	"1999"	13281	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	"2000"	"2000"	13498	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	"2001"	"2001"	13690	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	"2002"	"2002"	14047	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	"2003"	"2003"	14831	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	"2004"	"2004"	14784	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	"2005"	"2005"	15779	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	"2006"	"2006"	16054	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	"2007"	"2007"	16228	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	"2008"	"2008"	17141	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	"2009"	"2009"	17579	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	"2010"	"2010"	17751	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	"2011"	"2011"	19802	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	"2012"	"2012"	21030	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	"2013"	"2013"	21454	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	"2014"	"2014"	21423	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	"2015"	"2015"	22485	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	"2016"	"2016"	22746	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	"2017"	"2017"	22848	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	"2018"	"2018"	23426	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	"2019"	"2019"	23528	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"91 years"	"91"	"2020 "	"2020"	26418	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	"1999"	"1999"	10948	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	"2000"	"2000"	11427	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	"2001"	"2001"	11350	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	"2002"	"2002"	12114	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	"2003"	"2003"	12046	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	"2004"	"2004"	12169	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	"2005"	"2005"	13241	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	"2006"	"2006"	13338	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	"2007"	"2007"	13791	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	"2008"	"2008"	14380	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	"2009"	"2009"	14684	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	"2010"	"2010"	15897	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	"2011"	"2011"	16340	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	"2012"	"2012"	17203	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	"2013"	"2013"	18951	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	"2014"	"2014"	19222	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	"2015"	"2015"	19621	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	"2016"	"2016"	19828	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	"2017"	"2017"	20909	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	"2018"	"2018"	20436	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	"2019"	"2019"	20890	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"92 years"	"92"	"2020 "	"2020"	23777	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"93 years"	"93"	"1999"	"1999"	8762	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"93 years"	"93"	"2000"	"2000"	9200	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"93 years"	"93"	"2001"	"2001"	9479	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
