"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"1999"	"1999"	158335	8267535	1915.1
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2000"	"2000"	154831	8187905	1891.0
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2001"	"2001"	150231	8081347	1859.0
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2002"	"2002"	147117	8005736	1837.6
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2003"	"2003"	143458	7982204	1797.2
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2004"	"2004"	138964	7990056	1739.2
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2005"	"2005"	137441	8012963	1715.2
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2006"	"2006"	134419	8092906	1660.9
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2007"	"2007"	133475	8257802	1616.4
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2008"	"2008"	137952	8569649	1609.8
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2009"	"2009"	136810	8837407	1548.1
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2010"	"2010"	138238	9000310	1535.9
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2011"	"2011"	140909	9253403	1522.8
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2012"	"2012"	145940	9859169	1480.2
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2013"	"2013"	153052	10314159	1483.9
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2014"	"2014"	156971	10730491	1462.9
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2015"	"2015"	163834	11124167	1472.8
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2016"	"2016"	168140	11515242	1460.2
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2017"	"2017"	173847	11865396	1465.2
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2018"	"2018"	174470	12121360	1439.4
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2019"	"2019"	177071	12456062	1421.6
	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2020 "	"2020"	202824	12823165	1581.7
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"1999"	"1999"	307816	6389262	4817.7
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2000"	"2000"	309816	6428692	4819.3
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2001"	"2001"	309130	6478118	4771.9
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2002"	"2002"	310668	6508103	4773.6
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2003"	"2003"	306789	6512836	4710.5
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2004"	"2004"	296702	6496948	4566.8
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2005"	"2005"	296104	6469271	4577.1
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2006"	"2006"	285423	6412025	4451.4
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2007"	"2007"	277354	6339225	4375.2
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2008"	"2008"	276604	6263559	4416.1
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2009"	"2009"	262111	6163872	4252.4
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2010"	"2010"	259260	6125291	4232.6
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2011"	"2011"	257028	6080583	4227.0
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2012"	"2012"	253066	6057023	4178.1
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2013"	"2013"	251175	6063864	4142.2
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2014"	"2014"	248907	6102379	4078.9
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2015"	"2015"	252158	6145537	4103.1
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2016"	"2016"	249132	6240180	3992.4
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2017"	"2017"	256022	6396376	4002.6
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2018"	"2018"	261371	6675477	3915.4
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2019"	"2019"	264956	6889254	3845.9
	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2020 "	"2020"	302736	7057787	4289.4
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"1999"	"1999"	388389	2594890	14967.5
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2000"	"2000"	394220	2633096	14971.7
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2001"	"2001"	397185	2664217	14908.1
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2002"	"2002"	403229	2683788	15024.6
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2003"	"2003"	406695	2724221	14928.9
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2004"	"2004"	393025	2751124	14286.0
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2005"	"2005"	409451	2811993	14560.9
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2006"	"2006"	405102	2890516	14014.9
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2007"	"2007"	408223	2966345	13761.8
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2008"	"2008"	423549	3028795	13984.1
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2009"	"2009"	411275	3100490	13264.8
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2010"	"2010"	426620	3150003	13543.5
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2011"	"2011"	439752	3246764	13544.3
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2012"	"2012"	441503	3285736	13437.0
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2013"	"2013"	448457	3321293	13502.5
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2014"	"2014"	443575	3337547	13290.4
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2015"	"2015"	458947	3354228	13682.6
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2016"	"2016"	450832	3362797	13406.5
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2017"	"2017"	459021	3354895	13682.1
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2018"	"2018"	456351	3349454	13624.6
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2019"	"2019"	447521	3334297	13421.7
	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2020 "	"2020"	504335	3312732	15224.1
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"1999"	"1999"	25	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2000"	"2000"	19	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2001"	"2001"	21	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2002"	"2002"	24	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2003"	"2003"	25	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2004"	"2004"	29	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2005"	"2005"	21	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2006"	"2006"	20	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2007"	"2007"	18	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2008"	"2008"	27	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2009"	"2009"	31	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2010"	"2010"	22	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2011"	"2011"	14	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2012"	"2012"	25	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2013"	"2013"	15	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2014"	"2014"	37	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2015"	"2015"	20	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2016"	"2016"	23	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2017"	"2017"	13	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2018"	"2018"	13	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2019"	"2019"	12	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	"2020 "	"2020"	16	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"1999"	"1999"	7718	1172726	658.1
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2000"	"2000"	7660	1162900	658.7
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2001"	"2001"	7508	1186474	632.8
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2002"	"2002"	7706	1155046	667.2
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2003"	"2003"	7591	1154996	657.2
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2004"	"2004"	7399	1155250	640.5
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2005"	"2005"	7418	1130089	656.4
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2006"	"2006"	7284	1124354	647.8
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2007"	"2007"	7340	1133543	647.5
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2008"	"2008"	7022	1118406	627.9
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2009"	"2009"	6530	1080480	604.4
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2010"	"2010"	6144	1066887	575.9
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2011"	"2011"	6082	1062152	572.6
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2012"	"2012"	5886	1054481	558.2
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2013"	"2013"	6045	1057748	571.5
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2014"	"2014"	5801	1054908	549.9
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2015"	"2015"	5758	1064065	541.1
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2016"	"2016"	5622	1058912	530.9
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2017"	"2017"	5281	1045373	505.2
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2018"	"2018"	5197	1021359	508.8
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2019"	"2019"	4900	1010139	485.1
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	"2020 "	"2020"	4567	973421	469.2
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"1999"	"1999"	1605	4800564	33.4
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2000"	"2000"	1541	4760951	32.4
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2001"	"2001"	1592	4676009	34.0
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2002"	"2002"	1431	4669060	30.6
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2003"	"2003"	1423	4643817	30.6
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2004"	"2004"	1365	4622854	29.5
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2005"	"2005"	1408	4608623	30.6
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2006"	"2006"	1247	4553058	27.4
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2007"	"2007"	1316	4522868	29.1
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2008"	"2008"	1365	4501736	30.3
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2009"	"2009"	1262	4464747	28.3
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2010"	"2010"	1219	4438488	27.5
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2011"	"2011"	1177	4361771	27.0
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2012"	"2012"	1202	4311911	27.9
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2013"	"2013"	1149	4269890	26.9
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2014"	"2014"	1060	4253912	24.9
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2015"	"2015"	1083	4248629	25.5
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2016"	"2016"	1113	4250603	26.2
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2017"	"2017"	1107	4249222	26.1
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2018"	"2018"	1067	4229223	25.2
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2019"	"2019"	974	4199634	23.2
	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	"2020 "	"2020"	940	4064930	23.1
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"1999"	"1999"	2643	13297285	19.9
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2000"	"2000"	2652	13237678	20.0
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2001"	"2001"	2428	13078391	18.6
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2002"	"2002"	2365	12928402	18.3
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2003"	"2003"	2319	12763197	18.2
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2004"	"2004"	2264	12584661	18.0
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2005"	"2005"	2163	12366687	17.5
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2006"	"2006"	1983	12210671	16.2
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2007"	"2007"	1945	12063121	16.1
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2008"	"2008"	1806	11952815	15.1
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2009"	"2009"	1684	11880130	14.2
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2010"	"2010"	1691	11817347	14.3
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2011"	"2011"	1727	11692805	14.8
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2012"	"2012"	1548	11616047	13.3
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2013"	"2013"	1657	11528836	14.4
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2014"	"2014"	1620	11409374	14.2
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2015"	"2015"	1634	11279305	14.5
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2016"	"2016"	1625	11173830	14.5
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2017"	"2017"	1628	11088337	14.7
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2018"	"2018"	1537	11006267	14.0
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2019"	"2019"	1558	10945471	14.2
	"White"	"2106-3"	"Male"	"M"	"5-14 years"	"5-14"	"2020 "	"2020"	1615	10877323	14.8
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"1999"	"1999"	12677	12582565	100.8
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2000"	"2000"	13066	12628081	103.5
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2001"	"2001"	13542	12886933	105.1
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2002"	"2002"	13957	13011345	107.3
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2003"	"2003"	14022	13083988	107.2
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2004"	"2004"	14017	13190880	106.3
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2005"	"2005"	14267	13260208	107.6
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2006"	"2006"	14553	13273041	109.6
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2007"	"2007"	14129	13228673	106.8
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2008"	"2008"	13575	13147953	103.2
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2009"	"2009"	12318	13041990	94.4
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2010"	"2010"	12079	12930117	93.4
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2011"	"2011"	12222	12888384	94.8
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2012"	"2012"	11826	12857283	92.0
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2013"	"2013"	11461	12794048	89.6
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2014"	"2014"	11508	12699680	90.6
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2015"	"2015"	11753	12578159	93.4
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2016"	"2016"	12645	12415931	101.8
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2017"	"2017"	12285	12229034	100.5
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2018"	"2018"	11236	12080192	93.0
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2019"	"2019"	10538	11949466	88.2
	"White"	"2106-3"	"Male"	"M"	"15-24 years"	"15-24"	"2020 "	"2020"	11852	11837937	100.1
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"1999"	"1999"	16449	13216259	124.5
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2000"	"2000"	15934	12957710	123.0
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2001"	"2001"	16613	12599128	131.9
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2002"	"2002"	16339	12382023	132.0
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2003"	"2003"	16097	12185166	132.1
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2004"	"2004"	16098	12048924	133.6
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2005"	"2005"	16366	11888597	137.7
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2006"	"2006"	17115	11805215	145.0
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2007"	"2007"	17138	11821248	145.0
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2008"	"2008"	17330	11942598	145.1
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2009"	"2009"	17165	12079843	142.1
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2010"	"2010"	17483	12171263	143.6
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2011"	"2011"	18291	12364986	147.9
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2012"	"2012"	18606	12490501	149.0
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2013"	"2013"	18904	12611806	149.9
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2014"	"2014"	19845	12738503	155.8
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2015"	"2015"	21596	12848868	168.1
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2016"	"2016"	24293	12958146	187.5
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2017"	"2017"	25360	13010670	194.9
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2018"	"2018"	23973	13030959	184.0
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2019"	"2019"	23369	13043826	179.2
	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	"2020 "	"2020"	27596	13027152	211.8
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"1999"	"1999"	37291	16212393	230.0
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2000"	"2000"	37622	16087608	233.9
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2001"	"2001"	38213	15835426	241.3
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2002"	"2002"	38049	15506391	245.4
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2003"	"2003"	37123	15136427	245.3
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2004"	"2004"	35253	14844348	237.5
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2005"	"2005"	34719	14564712	238.4
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2006"	"2006"	33609	14283490	235.3
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2007"	"2007"	32139	13929550	230.7
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2008"	"2008"	30810	13518133	227.9
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2009"	"2009"	29834	13088015	227.9
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2010"	"2010"	28070	12813144	219.1
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2011"	"2011"	27963	12492371	223.8
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2012"	"2012"	27336	12327478	221.7
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2013"	"2013"	27197	12192809	223.1
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2014"	"2014"	27413	12055202	227.4
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2015"	"2015"	28437	11943025	238.1
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2016"	"2016"	30522	11833452	257.9
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2017"	"2017"	31274	11838353	264.2
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2018"	"2018"	31260	11922768	262.2
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2019"	"2019"	32161	12014881	267.7
	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	"2020 "	"2020"	38538	12134865	317.6
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"1999"	"1999"	67151	13883338	483.7
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2000"	"2000"	70788	14222875	497.7
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2001"	"2001"	73731	14751938	499.8
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2002"	"2002"	75724	14822954	510.9
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2003"	"2003"	77106	15009671	513.7
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2004"	"2004"	77741	15193541	511.7
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2005"	"2005"	79860	15391892	518.8
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2006"	"2006"	80427	15562026	516.8
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2007"	"2007"	79931	15658731	510.5
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2008"	"2008"	81331	15693928	518.2
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2009"	"2009"	80827	15681414	515.4
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2010"	"2010"	79295	15605703	508.1
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2011"	"2011"	78465	15315897	512.3
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2012"	"2012"	76207	15001456	508.0
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2013"	"2013"	74958	14654328	511.5
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2014"	"2014"	73411	14359357	511.2
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2015"	"2015"	71911	14099613	510.0
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2016"	"2016"	70971	13826449	513.3
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2017"	"2017"	68781	13485855	510.0
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2018"	"2018"	65864	13079246	503.6
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2019"	"2019"	63634	12679273	501.9
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2020 "	"2020"	70872	12376943	572.6
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"1999"	"1999"	108692	9153776	1187.4
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2000"	"2000"	109031	9311676	1170.9
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2001"	"2001"	109993	9595171	1146.3
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2002"	"2002"	114535	10223846	1120.3
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2003"	"2003"	118383	10698998	1106.5
